Customer_ID,Last_Name,Credit Score,Country,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard?,IsActiveMember,Estimated Salary,ExitedFromBank?
15723488,Watson,668,Germany,Male,47,7,106854.21,1,FALSE,TRUE,157959.02,TRUE
15659366,Shih,807,France,Male,43,1,105799.32,2,TRUE,FALSE,34888.04,TRUE
15774854,Fuller,592,France,Male,54,8,0,1,TRUE,TRUE,28737.71,TRUE
15733247,Stevenson,850,France,Male,33,10,0,1,TRUE,FALSE,4861.72,TRUE
15568748,Poole,671,Germany,Male,45,6,99564.22,1,TRUE,TRUE,108872.45,TRUE
15676895,Cattaneo,547,Germany,Female,39,6,74596.15,3,TRUE,TRUE,85746.52,TRUE
15637753,O'Sullivan,751,Germany,Male,50,2,96888.39,1,TRUE,FALSE,77206.25,TRUE
15772896,Dumetochukwu,763,Germany,Male,42,6,100160.75,1,TRUE,FALSE,33462.94,TRUE
15764866,Synnot,539,Germany,Female,43,3,116220.5,3,TRUE,FALSE,55803.96,TRUE
15794056,Johnston,668,France,Female,46,2,0,3,TRUE,FALSE,89048.46,TRUE
15596175,McIntosh,659,Germany,Male,67,6,117411.6,1,TRUE,TRUE,45071.09,TRUE
15797219,Ifesinachi,635,France,Female,40,10,123497.58,1,TRUE,FALSE,131953.23,TRUE
15772423,Liao,739,Germany,Male,54,8,126418.14,1,TRUE,FALSE,134420.75,TRUE
15717398,Fielding,549,Spain,Female,39,7,0,1,FALSE,FALSE,81259.25,TRUE
15619955,Bevington,733,Germany,Male,34,3,100337.96,3,TRUE,FALSE,48559.19,TRUE
15694456,Toscani,756,France,Male,62,3,0,1,TRUE,TRUE,11199.04,TRUE
15782210,K'ung,714,France,Male,46,1,0,1,TRUE,FALSE,152167.79,TRUE
15643024,Huang,479,Germany,Male,35,4,138718.92,1,TRUE,TRUE,47251.79,TRUE
15590241,Chuang,750,Spain,Female,34,9,112822.26,1,FALSE,FALSE,150401.53,TRUE
15684173,Chang,687,Spain,Female,44,7,0,3,TRUE,FALSE,155853.52,TRUE
15594898,Hewitt,731,France,Male,43,2,0,1,TRUE,TRUE,170034.95,TRUE
15773972,Balashov,614,France,Male,50,4,137104.47,1,TRUE,FALSE,127166.49,TRUE
15662736,Doyle,559,France,Male,49,2,147069.78,1,TRUE,FALSE,120540.83,TRUE
15694408,Lung,749,France,Male,40,1,139290.41,1,TRUE,FALSE,182855.42,TRUE
15736008,Hunter,644,France,Female,46,9,95441.27,1,TRUE,FALSE,108761.05,TRUE
15728669,Knowles,584,Germany,Female,30,8,112013.81,1,TRUE,FALSE,177772.03,TRUE
15697441,Hsueh,485,France,Male,29,7,182123.79,1,TRUE,FALSE,116828.51,TRUE
15636624,Nwabugwu,805,Spain,Female,39,5,165272.13,1,TRUE,FALSE,14109.85,TRUE
15807923,Young,716,Germany,Female,39,10,115301.31,1,TRUE,FALSE,43527.4,TRUE
15745844,Kerr,642,Germany,Female,40,6,129502.49,2,FALSE,TRUE,86099.23,TRUE
15661629,Ricci,522,Spain,Male,34,9,126436.29,1,TRUE,FALSE,174248.52,TRUE
15696674,Robinson,643,Germany,Female,45,2,150842.93,1,FALSE,TRUE,2319.96,TRUE
15583456,Gardiner,745,Germany,Male,45,10,117231.63,3,TRUE,TRUE,122381.02,TRUE
15629677,Distefano,687,Spain,Female,39,2,0,3,FALSE,FALSE,188150.6,TRUE
15573456,Cunningham,648,Spain,Male,46,9,127209,2,TRUE,FALSE,77405.95,TRUE
15684548,Demidov,556,Spain,Male,38,8,0,2,FALSE,FALSE,417.41,TRUE
15646372,Outhwaite,616,France,Female,66,1,135842.41,1,TRUE,FALSE,183840.51,TRUE
15578045,Mitchell,538,Spain,Female,49,9,141434.04,1,FALSE,FALSE,173779.25,TRUE
15801559,Chiang,693,Germany,Female,41,9,181461.48,3,TRUE,TRUE,187929.43,TRUE
15720559,Heath,487,Germany,Female,61,5,110368.03,1,FALSE,FALSE,11384.45,TRUE
15810418,T'ang,756,Germany,Female,60,3,115924.89,1,TRUE,FALSE,93524.19,TRUE
15674551,Fitch,535,Germany,Male,40,7,111756.5,1,TRUE,FALSE,8128.32,TRUE
15806467,Boyle,568,Germany,Male,40,1,99282.63,1,FALSE,FALSE,134600.94,TRUE
15597602,Nwachinemelu,619,Germany,Male,57,3,137946.39,1,TRUE,TRUE,72467.99,TRUE
15595039,Manna,545,Germany,Female,37,8,114754.08,1,TRUE,FALSE,136050.44,TRUE
15787470,Parkinson,553,Spain,Male,47,3,116528.15,1,FALSE,FALSE,145704.19,TRUE
15694860,Uspensky,675,France,Female,38,6,68065.8,1,FALSE,FALSE,138777,TRUE
15707362,Yin,514,Germany,Male,43,1,95556.31,1,FALSE,TRUE,199273.98,TRUE
15773792,Evans,662,France,Female,32,4,133950.37,1,TRUE,TRUE,48725.68,TRUE
15593782,Brookes,816,Germany,Female,38,5,130878.75,3,TRUE,FALSE,71905.77,TRUE
15683625,Hare,703,France,Male,37,1,149762.08,1,TRUE,FALSE,20629.4,TRUE
15591986,Johnston,621,Germany,Male,46,6,141078.37,1,FALSE,FALSE,34580.8,TRUE
15676519,George,615,Spain,Male,61,9,0,2,TRUE,FALSE,150227.85,TRUE
15613772,Dalrymple,542,France,Male,39,3,135096.77,1,TRUE,TRUE,14353.43,TRUE
15725679,Hsia,531,France,Female,47,6,0,1,FALSE,FALSE,194998.34,TRUE
15585865,Westerberg,673,France,Female,38,2,170061.92,2,FALSE,FALSE,134901.34,TRUE
15677020,Selezneva,570,France,Female,58,8,0,1,FALSE,TRUE,116503.92,TRUE
15714485,Udinese,774,France,Male,60,5,85891.55,1,TRUE,FALSE,74135.48,TRUE
15682048,Pisano,605,France,Female,51,3,136188.78,1,TRUE,TRUE,67110.59,TRUE
15752081,Vassiliev,468,France,Female,56,10,0,3,FALSE,TRUE,62256.87,TRUE
15775912,Mazzanti,698,France,Male,48,4,101238.24,2,FALSE,TRUE,177815.87,TRUE
15671256,Macartney,850,France,Female,35,1,211774.31,1,TRUE,FALSE,188574.12,TRUE
15653849,Lu,572,Germany,Female,48,3,152827.99,1,TRUE,FALSE,38411.79,TRUE
15776780,He,608,France,Male,59,1,0,1,TRUE,FALSE,70649.64,TRUE
15794142,Ferreira,564,Germany,Female,62,5,114931.35,3,FALSE,TRUE,18260.98,TRUE
15762729,Ukaegbunam,745,Germany,Female,28,1,111071.36,1,TRUE,FALSE,73275.96,TRUE
15705953,Kodilinyechukwu,721,Spain,Male,51,0,169312.13,1,TRUE,FALSE,109078.35,TRUE
15802593,Little,504,France,Female,49,7,0,3,FALSE,TRUE,87822.14,TRUE
15657284,Day,674,Germany,Male,47,6,106901.94,1,TRUE,TRUE,2079.2,TRUE
15775318,Lu,590,Spain,Female,51,3,154962.99,3,FALSE,TRUE,191932.27,TRUE
15634844,Miller,598,Germany,Male,41,3,91536.93,1,TRUE,FALSE,191468.78,TRUE
15665956,Pendergrass,509,France,Female,46,1,0,1,TRUE,FALSE,71244.59,TRUE
15651674,Billson,438,Spain,Female,54,2,0,1,FALSE,FALSE,191763.07,TRUE
15730076,Osborne,651,France,Male,45,1,0,1,TRUE,FALSE,67740.08,TRUE
15607312,Ch'ang,648,Spain,Female,49,10,0,2,TRUE,TRUE,159835.78,TRUE
15737741,McKay,607,Spain,Female,33,2,108431.87,2,FALSE,TRUE,109291.39,TRUE
15803689,Begum,647,Germany,Female,51,1,119741.77,2,FALSE,FALSE,54954.51,TRUE
15718057,Onyinyechukwuka,760,France,Female,51,2,100946.71,1,FALSE,FALSE,179614.8,TRUE
15722010,Zuyev,621,Spain,Male,53,9,170491.84,1,TRUE,FALSE,35588.07,TRUE
15591047,Ma,519,Spain,Female,47,6,157296.02,2,FALSE,FALSE,147278.43,TRUE
15788291,Okwuadigbo,713,Germany,Female,38,7,144606.22,1,TRUE,TRUE,56594.36,TRUE
15637476,Alexandrova,683,Germany,Female,57,5,162448.69,1,FALSE,FALSE,9221.78,TRUE
15683503,Hudson,601,France,Female,43,8,0,3,FALSE,TRUE,110916.15,TRUE
15592387,Burke,566,France,Male,30,5,0,1,TRUE,FALSE,54926.51,TRUE
15745295,Gether,727,Spain,Female,31,0,0,1,TRUE,FALSE,121751.04,TRUE
15766575,Larionova,612,Germany,Female,62,8,140745.33,1,TRUE,FALSE,193437.89,TRUE
15712403,McMillan,589,France,Female,61,1,0,1,TRUE,FALSE,61108.56,TRUE
15811762,Pickering,583,Germany,Female,54,6,115988.86,1,TRUE,FALSE,57553.98,TRUE
15738181,Douglas,850,France,Male,31,6,67996.23,2,FALSE,FALSE,50129.87,TRUE
15784844,K'ung,752,Spain,Male,48,5,116060.08,1,TRUE,FALSE,156618.38,TRUE
15640078,Chambers,660,Germany,Female,39,5,135134.99,1,TRUE,FALSE,173683,TRUE
15698786,Marcelo,819,France,Female,39,9,133102.92,1,TRUE,FALSE,27046.46,TRUE
15569807,Ejimofor,673,France,Female,34,8,42157.08,1,TRUE,FALSE,20598.59,TRUE
15664610,Campbell,459,Germany,Male,48,4,133994.52,1,TRUE,TRUE,19287.06,TRUE
15715142,Repina,739,Germany,Male,45,7,102703.62,1,FALSE,TRUE,147802.94,TRUE
15600337,Dobie,661,Spain,Male,42,2,178820.91,1,FALSE,FALSE,29358.57,TRUE
15579334,Watkins,769,Germany,Female,45,5,126674.81,1,TRUE,FALSE,124118.71,TRUE
15802741,Mitchel,625,France,Female,51,7,136294.97,1,TRUE,FALSE,38867.46,TRUE
15727299,Edgar,445,Spain,Male,62,1,64119.38,1,TRUE,TRUE,76569.64,TRUE
15620204,Walker,543,Germany,Female,57,1,106138.33,2,TRUE,TRUE,120657.32,TRUE
15580148,Welch,750,Germany,Male,40,5,168286.81,3,TRUE,FALSE,20451.99,TRUE
15721658,Fleming,672,Spain,Female,56,2,209767.31,2,TRUE,TRUE,150694.42,TRUE
15578761,Cunningham,459,Spain,Female,42,6,129634.25,2,TRUE,TRUE,177683.02,TRUE
15612525,Preston,499,France,Female,57,1,0,1,FALSE,FALSE,131372.38,TRUE
15744607,Martin,738,Germany,Male,43,9,121152.05,2,TRUE,FALSE,64166.7,TRUE
15612966,Milani,545,Germany,Female,60,7,128981.07,1,FALSE,TRUE,176924.21,TRUE
15641675,Kirillova,611,France,Female,49,2,88915.37,3,FALSE,FALSE,161435.02,TRUE
15582741,Maclean,693,France,Female,35,5,124151.09,1,TRUE,FALSE,88705.14,TRUE
15637876,Burns,663,Germany,Female,36,6,77253.5,1,FALSE,FALSE,35817.97,TRUE
15672056,Kenenna,710,Germany,Male,43,2,140080.32,3,TRUE,TRUE,157908.19,TRUE
15677921,Bobrov,720,Germany,Male,60,9,115920.62,2,FALSE,FALSE,157552.08,TRUE
15685329,McKenzie,531,France,Female,63,1,114715.71,1,FALSE,TRUE,24506.95,TRUE
15584091,Pitts,742,Germany,Female,36,2,129748.54,2,FALSE,FALSE,47271.61,TRUE
15789158,Nikitina,636,Germany,Male,49,6,113599.74,2,TRUE,FALSE,158887.09,TRUE
15712551,Shen,622,Germany,Female,58,7,116922.25,1,TRUE,FALSE,120415.61,TRUE
15628936,Archer,692,Spain,Male,28,9,118945.09,1,FALSE,FALSE,16064.25,TRUE
15571221,Bergamaschi,747,Germany,Male,58,7,116313.57,1,TRUE,TRUE,190696.35,TRUE
15756026,Hooper,790,Spain,Female,46,9,0,1,FALSE,FALSE,14679.81,TRUE
15775306,Ni,421,Germany,Male,28,8,122384.22,3,TRUE,TRUE,89017.38,TRUE
15806438,Chiabuotu,580,Germany,Female,42,2,123331.36,1,FALSE,FALSE,103516.08,TRUE
15757811,Lloyd,732,Spain,Female,69,9,137453.43,1,FALSE,TRUE,110932.24,TRUE
15585888,Nwokezuike,553,Spain,Female,48,3,0,1,FALSE,TRUE,30730.95,TRUE
15707567,Esposito,732,Germany,Male,50,6,145338.76,1,FALSE,FALSE,91936.1,TRUE
15672012,Jen,773,Spain,Female,41,5,0,1,TRUE,FALSE,28266.9,TRUE
15794048,Wan,667,Germany,Female,48,1,97133.92,2,FALSE,FALSE,113316.77,TRUE
15693864,Iheanacho,567,Germany,Female,49,5,134956.02,1,TRUE,FALSE,93953.84,TRUE
15809087,Landry,598,France,Male,64,1,0,2,TRUE,FALSE,195635.3,TRUE
15807663,McGregor,667,France,Male,43,8,190227.46,1,TRUE,FALSE,97508.04,TRUE
15809100,Nucci,548,France,Female,32,2,172448.77,1,TRUE,FALSE,188083.77,TRUE
15756804,O'Loghlen,636,France,Female,48,1,170833.46,1,TRUE,FALSE,110510.28,TRUE
15646810,Quinn,603,Germany,Male,44,6,108122.39,2,TRUE,FALSE,108488.33,TRUE
15692750,McGregor,629,Germany,Female,45,7,129818.39,3,TRUE,FALSE,9217.55,TRUE
15585362,Simmons,749,France,Female,60,6,0,1,TRUE,FALSE,17978.68,TRUE
15571928,Fraser,679,France,Female,43,4,0,3,TRUE,FALSE,115136.51,TRUE
15743007,Seabrook,643,France,Female,45,4,45144.43,1,TRUE,FALSE,60917.24,TRUE
15772781,Ball,703,France,Female,51,3,0,3,TRUE,TRUE,77294.56,TRUE
15669987,Sung,728,Germany,Female,35,8,125884.95,2,TRUE,FALSE,54359.02,TRUE
15654700,Fallaci,523,France,Female,40,2,102967.41,1,TRUE,FALSE,128702.1,TRUE
15642041,Burns,727,Germany,Male,40,1,93051.64,2,TRUE,FALSE,71865.31,TRUE
15794580,Ch'en,599,France,Male,58,4,0,1,FALSE,FALSE,176407.15,TRUE
15675964,Chukwukadibia,672,France,Female,45,9,0,1,TRUE,TRUE,92027.69,TRUE
15724848,Oluchukwu,516,France,Female,46,1,104947.72,1,TRUE,FALSE,115789.25,TRUE
15792328,James,475,France,Male,39,6,0,1,TRUE,TRUE,56999.9,TRUE
15743411,Chiawuotu,609,Spain,Male,61,1,0,1,TRUE,FALSE,22447.85,TRUE
15753337,Yeates,555,France,Male,51,5,0,3,TRUE,FALSE,189122.89,TRUE
15737795,Scott,512,Spain,Male,36,1,0,1,FALSE,TRUE,135482.26,TRUE
15613630,Tang,775,France,Male,52,8,109922.61,1,TRUE,TRUE,96823.32,TRUE
15804586,Lin,376,France,Female,46,6,0,1,TRUE,FALSE,157333.69,TRUE
15745324,Milani,599,Spain,Female,39,4,0,1,TRUE,FALSE,194273.2,TRUE
15741336,Ejimofor,715,France,Female,38,5,118590.41,1,TRUE,TRUE,5684.17,TRUE
15620981,Wickham,684,France,Female,48,3,73309.38,1,FALSE,FALSE,21228.34,TRUE
15660429,Ch'in,665,Spain,Female,42,2,156371.61,2,FALSE,TRUE,156774.94,TRUE
15731815,Nepean,529,Spain,Male,63,4,96134.11,3,TRUE,FALSE,108732.96,TRUE
15580956,McNess,683,Germany,Female,43,4,115888.04,1,TRUE,TRUE,117349.19,TRUE
15570060,Palerma,648,France,Female,43,8,132558.26,1,TRUE,FALSE,67046.83,TRUE
15807008,McGregor,614,Germany,Female,35,6,128100.28,1,FALSE,FALSE,69454.24,TRUE
15613749,Lees,569,Spain,Male,34,0,151839.26,1,TRUE,FALSE,102299.81,TRUE
15681206,Hsing,722,France,Female,49,3,168197.66,1,TRUE,FALSE,140765.57,TRUE
